wafer	sensor_t1	sensor_t2	sensor_t3	sensor_t4	sensor_t5	sensor_t6	sensor_t7	sensor_t8	sensor_t9	sensor_t10	sensor_p1	sensor_p2	sensor_p3	sensor_p4	sensor_p5	sensor_p6	sensor_p7	sensor_p8	sensor_p9	sensor_p10	GB
4646	1023	1024	1025	1024	1028	1027	1026	1026	1026	1024	117	117	121	121	121	120	121	122	119	118	G
4647	1026	1028	1024	1024	1027	1023	1023	1022	1026	1022	118	119	119	120	121	120	121	122	120	120	G
4648	1022	1027	1026	1026	1028	1027	1025	1025	1023	1020	119	117	119	121	121	122	121	121	119	121	G
4649	1022	1027	1026	1024	1028	1023	1026	1025	1027	1021	119	119	121	118	119	121	122	122	121	118	G
4650	1025	1025	1027	1022	1026	1026	1027	1025	1027	1024	119	117	121	118	121	120	121	121	120	120	G
4651	1024	1024	1027	1022	1026	1026	1024	1027	1023	1021	117	117	121	122	120	122	121	121	121	119	G
4652	1022	1025	1024	1022	1027	1026	1025	1026	1023	1022	118	118	120	120	119	119	120	121	121	122	G
4653	1022	1025	1025	1025	1027	1027	1024	1025	1023	1023	119	119	119	120	121	122	121	121	119	119	G
4654	1024	1026	1024	1022	1025	1026	1025	1024	1026	1024	118	118	121	119	120	118	120	122	120	119	G
4655	1024	1024	1025	1026	1027	1024	1024	1025	1023	1021	117	119	121	119	121	121	122	121	120	120	G
4656	1023	1023	1025	1022	1024	1024	1025	1026	1026	1021	117	117	120	119	121	120	120	122	119	120	G
4657	1023	1027	1026	1025	1027	1024	1026	1028	1024	1020	117	117	121	121	120	122	122	122	119	118	G
4658	1024	1024	1023	1028	1028	1024	1023	1027	1026	1021	118	117	119	118	119	121	120	121	119	122	G
4659	1022	1024	1026	1027	1026	1027	1026	1028	1027	1021	118	117	119	120	121	118	120	122	119	122	G
4660	1023	1022	1023	1023	1025	1026	1026	1027	1025	1025	118	119	120	122	120	119	121	121	119	118	G
4661	1024	1028	1023	1026	1025	1022	1025	1028	1024	1022	117	119	119	120	120	122	121	121	121	121	G
4662	1023	1022	1023	1022	1028	1023	1026	1026	1024	1021	117	119	120	118	121	118	122	122	120	119	G
4663	1023	1022	1024	1022	1024	1024	1023	1026	1023	1022	117	118	121	120	119	121	120	121	121	121	G
4664	1024	1023	1025	1024	1028	1026	1023	1022	1024	1022	118	117	119	121	121	118	121	121	121	121	G
4665	1024	1028	1027	1027	1024	1026	1027	1026	1026	1024	119	118	121	119	121	120	121	121	121	120	G
4666	1026	1022	1023	1027	1027	1028	1023	1027	1026	1021	117	118	120	121	120	120	120	122	120	118	G
4667	1026	1022	1025	1026	1024	1024	1027	1024	1023	1026	119	118	120	122	119	118	121	121	120	119	G
4668	1023	1023	1024	1027	1025	1024	1024	1023	1027	1023	118	118	120	122	120	120	122	122	119	120	G
4669	1023	1024	1024	1023	1025	1025	1025	1022	1024	1024	118	118	120	121	119	122	120	122	119	118	G
4670	1023	1024	1025	1023	1026	1022	1026	1025	1026	1025	118	119	119	118	119	121	121	121	119	119	G
4671	1026	1028	1025	1026	1027	1026	1024	1026	1023	1024	119	119	120	119	121	121	121	122	120	121	G
4672	1022	1025	1025	1026	1028	1027	1027	1023	1025	1020	119	118	120	118	120	119	120	122	119	118	G
4673	1024	1027	1026	1022	1027	1028	1024	1024	1024	1022	118	118	119	119	120	118	121	122	120	118	G
4674	1024	1024	1027	1023	1028	1023	1027	1027	1027	1025	117	119	121	119	120	120	122	121	120	122	G
4675	1025	1027	1025	1022	1027	1028	1025	1025	1023	1022	119	117	119	122	121	121	120	121	121	120	G
4676	1022	1026	1026	1028	1028	1026	1027	1024	1023	1023	118	118	119	120	120	122	120	121	119	119	G
4677	1025	1024	1027	1026	1026	1027	1023	1028	1027	1025	118	118	120	120	120	120	122	122	120	122	G
4678	1024	1027	1026	1025	1027	1025	1026	1026	1027	1021	119	117	119	118	120	121	121	121	119	122	G
4679	1023	1025	1025	1028	1024	1025	1024	1027	1024	1020	119	117	119	120	121	121	121	121	119	120	G
4680	1025	1027	1026	1028	1027	1027	1027	1028	1025	1020	117	118	121	119	119	118	122	121	119	120	G
4681	1026	1023	1024	1027	1027	1027	1023	1026	1026	1021	118	117	119	122	121	120	122	122	121	120	G
4682	1023	1022	1025	1028	1024	1027	1026	1028	1024	1022	117	119	121	119	120	118	122	121	120	118	G
4683	1023	1023	1027	1022	1027	1025	1025	1024	1027	1024	119	118	121	121	119	119	122	121	120	119	G
4684	1026	1028	1025	1023	1028	1024	1026	1026	1023	1023	118	117	120	118	121	120	121	121	119	122	G
4685	1022	1024	1026	1026	1024	1022	1024	1027	1027	1025	119	117	119	121	119	122	120	122	119	121	G
4686	1024	1025	1024	1028	1028	1025	1025	1023	1023	1026	118	119	120	119	119	120	122	122	121	120	G
4687	1022	1022	1023	1027	1028	1023	1023	1027	1025	1020	119	119	121	120	119	121	121	121	119	119	G
4688	1026	1022	1027	1028	1027	1028	1023	1025	1025	1026	119	117	121	120	121	120	121	121	121	122	G
4689	1024	1025	1024	1022	1026	1025	1024	1022	1025	1024	119	117	119	121	120	120	122	122	120	120	G
4690	1025	1025	1025	1027	1026	1025	1024	1028	1026	1026	117	118	120	119	120	121	121	122	119	119	G
4691	1025	1027	1025	1022	1028	1028	1023	1025	1027	1021	117	119	120	121	120	118	120	121	120	119	G
4692	1025	1022	1026	1027	1026	1028	1025	1024	1025	1022	117	117	121	118	119	122	120	122	120	121	G
4693	1023	1023	1024	1026	1025	1025	1023	1024	1026	1020	119	118	121	119	121	119	121	121	120	120	G
4694	1023	1022	1027	1027	1025	1025	1026	1028	1023	1021	119	118	119	121	120	120	121	122	120	120	G
4695	1026	1028	1023	1027	1027	1028	1026	1028	1024	1025	119	117	119	120	119	121	121	121	121	120	G
4696	1026	1023	1023	1026	1027	1022	1024	1025	1024	1026	117	119	120	119	121	121	121	122	120	119	G
4697	1026	1024	1024	1026	1028	1028	1026	1027	1026	1022	117	118	121	121	120	120	121	122	120	120	G
4698	1023	1022	1026	1027	1024	1026	1025	1022	1027	1026	118	117	121	122	121	119	121	122	120	121	G
4699	1024	1028	1027	1022	1028	1025	1026	1024	1027	1020	119	119	120	122	119	122	120	122	119	118	G
4700	1025	1026	1026	1025	1026	1027	1025	1023	1025	1023	118	118	120	121	121	118	120	122	120	119	G
4701	1023	1027	1024	1028	1024	1025	1024	1024	1024	1025	119	117	119	119	120	122	121	122	119	118	G
4702	1025	1025	1025	1026	1027	1023	1025	1022	1025	1020	117	118	120	122	121	121	121	122	119	119	G
4703	1022	1026	1023	1024	1026	1025	1027	1022	1023	1026	117	118	119	118	120	122	121	121	119	118	G
4704	1024	1022	1027	1028	1026	1025	1026	1024	1023	1024	119	118	120	118	120	122	121	122	120	119	G
4705	1023	1025	1025	1027	1025	1027	1023	1023	1026	1025	117	119	119	118	121	122	120	122	121	122	G
4706	1024	1028	1024	1023	1025	1027	1026	1028	1027	1024	117	118	119	119	120	120	122	122	120	119	G
4707	1024	1023	1025	1023	1026	1027	1025	1024	1026	1023	117	119	121	122	119	121	122	122	120	122	G
4708	1022	1027	1025	1024	1028	1026	1025	1027	1024	1025	118	117	120	118	120	119	120	122	121	122	G
4709	1024	1024	1024	1023	1026	1027	1025	1024	1023	1024	119	119	121	122	120	121	122	122	120	120	G
4710	1026	1027	1026	1024	1026	1026	1025	1023	1024	1025	117	119	119	122	119	119	122	121	120	122	G
4711	1023	1023	1023	1026	1027	1028	1023	1028	1027	1020	118	118	121	119	121	121	122	121	121	122	G
4712	1023	1022	1025	1026	1028	1022	1023	1026	1023	1024	118	117	121	121	120	122	120	121	119	120	G
4713	1023	1028	1025	1023	1024	1023	1024	1022	1024	1026	117	118	119	121	120	118	122	121	120	120	G
4714	1024	1023	1023	1027	1024	1025	1026	1027	1024	1023	117	117	120	122	120	118	120	122	120	119	G
4715	1023	1025	1023	1023	1027	1025	1025	1025	1023	1026	119	118	119	118	121	118	121	121	119	122	G
4716	1022	1022	1023	1023	1028	1025	1027	1023	1025	1024	118	117	121	120	120	118	122	121	120	119	G
4717	1025	1023	1024	1026	1026	1025	1023	1025	1026	1026	117	118	120	122	119	119	121	121	120	119	G
4718	1025	1022	1027	1028	1026	1024	1026	1028	1025	1021	117	117	119	118	120	122	121	122	120	118	G
4719	1025	1028	1023	1024	1024	1022	1026	1028	1026	1020	119	118	121	119	119	119	122	122	119	121	G
4720	1024	1028	1026	1022	1024	1024	1023	1022	1026	1021	118	118	119	122	119	119	122	122	121	122	G
4721	1026	1023	1026	1027	1025	1028	1027	1025	1024	1021	117	117	121	121	121	119	121	121	121	121	G
4722	1024	1023	1023	1025	1027	1023	1025	1025	1023	1024	119	117	120	120	121	121	122	122	120	122	G
4723	1024	1026	1024	1025	1027	1024	1023	1022	1027	1025	117	117	119	122	121	120	122	121	119	119	G
4724	1022	1027	1025	1025	1025	1024	1024	1023	1024	1024	118	117	120	118	119	119	120	122	119	120	G
4725	1022	1027	1023	1028	1026	1025	1024	1023	1023	1021	118	119	120	122	121	121	122	122	120	122	G
4726	1024	1026	1026	1022	1027	1026	1026	1025	1026	1020	117	118	120	119	120	118	120	122	119	122	G
4727	1026	1025	1027	1025	1028	1026	1027	1022	1026	1023	117	119	120	119	120	121	121	121	120	119	G
4728	1026	1022	1024	1027	1024	1026	1026	1026	1025	1020	119	119	119	120	121	119	121	122	119	119	G
4729	1023	1022	1024	1025	1024	1028	1025	1025	1027	1025	117	117	119	118	120	119	122	122	121	121	G
4730	1022	1024	1027	1027	1026	1024	1026	1028	1024	1025	118	118	121	119	120	121	122	121	121	120	G
4731	1022	1023	1026	1028	1025	1025	1023	1025	1025	1022	118	117	120	122	121	121	120	122	120	122	G
4732	1022	1023	1027	1028	1027	1026	1026	1026	1023	1020	118	118	120	122	121	120	122	121	121	119	G
4733	1026	1022	1024	1026	1024	1028	1024	1027	1027	1022	118	119	119	122	119	122	122	122	120	121	G
4734	1024	1025	1025	1028	1028	1024	1024	1025	1025	1022	119	118	120	119	119	122	121	122	120	118	G
4735	1026	1028	1025	1022	1028	1026	1024	1025	1027	1020	117	117	120	121	119	121	122	122	119	118	G
4736	1022	1027	1023	1027	1027	1022	1026	1026	1027	1024	117	118	121	122	121	122	121	122	119	122	G
4737	1023	1023	1026	1023	1028	1022	1024	1026	1023	1020	117	118	120	118	121	122	121	121	120	122	G
4738	1023	1022	1025	1024	1025	1023	1025	1024	1026	1022	117	118	120	120	120	118	120	122	121	118	G
4739	1025	1025	1023	1023	1025	1027	1025	1023	1024	1020	117	117	121	120	119	118	122	121	121	120	G
4740	1022	1024	1026	1024	1024	1025	1026	1024	1025	1025	119	119	120	120	120	122	121	122	120	118	G
4741	1025	1025	1023	1028	1025	1027	1025	1022	1024	1025	119	118	120	120	119	118	121	121	120	118	G
4742	1025	1027	1025	1027	1024	1027	1023	1025	1026	1023	117	118	121	118	120	122	121	121	121	122	G
4743	1022	1027	1024	1025	1028	1027	1025	1023	1025	1020	119	117	120	122	121	121	120	122	120	118	G
4744	1024	1025	1025	1024	1026	1026	1023	1025	1023	1022	119	118	119	121	119	118	122	122	120	119	G
4745	1022	1023	1025	1024	1026	1024	1023	1023	1025	1022	118	119	120	122	121	118	122	121	121	120	G
4746	1023	1026	1023	1025	1025	1023	1024	1026	1023	1023	117	119	120	120	119	120	121	122	121	119	G
4747	1025	1023	1025	1028	1027	1022	1023	1024	1025	1022	119	117	121	119	120	119	122	121	120	122	G
4748	1026	1025	1024	1024	1028	1026	1027	1028	1025	1020	119	119	120	122	119	118	121	122	119	122	G
4749	1026	1028	1025	1025	1024	1023	1023	1025	1026	1026	117	118	121	121	121	122	121	121	120	119	G
4750	1025	1024	1027	1025	1028	1026	1027	1026	1024	1020	117	118	121	120	121	118	120	122	120	118	G
4751	1024	1022	1027	1022	1024	1025	1026	1023	1027	1021	117	117	120	119	120	120	122	122	119	119	G
4752	1026	1025	1024	1026	1028	1026	1025	1024	1024	1024	117	118	121	119	121	121	122	122	120	122	G
4753	1026	1025	1026	1023	1028	1028	1025	1025	1025	1022	117	118	119	120	119	118	120	121	119	119	G
4754	1022	1022	1026	1022	1027	1027	1023	1023	1026	1020	118	117	120	119	120	122	121	121	119	121	G
4755	1025	1023	1027	1023	1024	1025	1023	1028	1026	1022	117	119	121	119	120	118	121	121	121	121	G
4756	1026	1026	1027	1027	1027	1024	1026	1025	1025	1021	117	118	120	118	119	122	121	122	119	121	G
4757	1024	1027	1025	1025	1028	1022	1025	1027	1026	1025	119	117	119	120	119	119	122	122	120	120	G
4758	1025	1027	1024	1028	1027	1022	1024	1027	1026	1024	119	118	120	121	120	121	122	121	119	118	G
4759	1025	1023	1027	1026	1027	1024	1024	1026	1024	1025	117	119	121	122	121	121	122	122	121	122	G
4760	1026	1026	1023	1025	1024	1022	1026	1025	1025	1025	117	118	120	120	120	122	122	122	120	120	G
4761	1022	1023	1025	1022	1026	1028	1024	1028	1026	1021	117	117	119	121	121	119	121	121	120	121	G
4762	1022	1024	1026	1022	1028	1024	1027	1024	1025	1025	119	118	120	119	121	120	120	122	120	119	G
4763	1023	1026	1026	1026	1025	1028	1023	1024	1027	1022	118	118	120	120	121	122	121	122	119	118	G
4764	1024	1027	1025	1025	1027	1025	1024	1024	1024	1022	119	118	119	118	120	121	121	121	119	121	G
4765	1022	1027	1026	1023	1027	1022	1025	1026	1023	1020	119	119	120	120	121	122	122	121	119	121	G
4766	1026	1022	1027	1028	1026	1022	1023	1028	1027	1025	117	119	121	119	121	118	122	121	120	119	G
4767	1026	1022	1025	1027	1026	1025	1026	1022	1027	1023	118	119	119	118	119	119	121	121	121	118	G
4768	1023	1025	1025	1026	1025	1028	1023	1022	1025	1022	118	119	121	118	121	121	120	122	119	122	G
4769	1023	1025	1024	1026	1026	1025	1025	1025	1027	1023	119	118	120	121	119	121	120	121	119	122	G
4770	1026	1025	1027	1025	1026	1026	1024	1026	1027	1026	118	119	120	122	119	121	122	122	119	118	G
4771	1022	1028	1027	1028	1027	1022	1024	1022	1027	1022	118	117	119	121	120	121	122	122	121	121	G
4772	1022	1027	1025	1023	1026	1025	1023	1022	1026	1023	117	118	120	122	119	119	122	122	121	120	G
4773	1024	1026	1023	1027	1028	1024	1023	1023	1023	1024	117	119	119	119	120	118	121	121	120	119	G
4774	1023	1024	1026	1028	1025	1027	1024	1027	1026	1020	119	117	121	121	121	121	120	122	120	118	G
4775	1024	1024	1027	1027	1027	1022	1024	1025	1023	1025	119	119	119	120	120	121	121	121	120	121	G
4776	1025	1024	1027	1022	1025	1025	1026	1026	1026	1025	117	117	119	120	120	121	121	122	120	121	G
4777	1025	1025	1026	1028	1025	1026	1027	1028	1023	1022	117	117	119	119	121	118	121	121	119	118	G
4778	1025	1025	1026	1023	1028	1025	1026	1024	1026	1026	118	118	120	119	119	120	122	121	119	122	G
4779	1024	1026	1025	1025	1025	1027	1023	1022	1024	1020	118	119	119	119	121	118	122	122	120	120	G
4780	1026	1023	1026	1028	1026	1027	1023	1022	1026	1025	119	117	119	121	121	120	121	122	119	121	G
4781	1022	1022	1027	1027	1026	1024	1025	1026	1026	1023	117	117	120	120	121	122	120	121	120	119	G
4782	1022	1022	1025	1024	1027	1022	1027	1024	1027	1022	118	118	119	121	121	120	122	121	120	118	G
4783	1022	1025	1024	1028	1028	1025	1025	1023	1025	1026	119	118	121	121	120	121	122	122	121	122	G
4784	1022	1023	1023	1022	1026	1025	1023	1026	1023	1021	118	118	120	120	121	118	122	122	119	119	G
4785	1024	1025	1027	1024	1025	1028	1026	1023	1024	1020	117	118	120	119	120	119	122	121	121	120	G
4786	1026	1025	1024	1027	1027	1026	1023	1025	1026	1024	117	119	119	119	119	119	121	122	119	119	G
4787	1023	1022	1025	1025	1028	1026	1023	1025	1023	1020	118	119	120	122	119	118	121	122	120	121	G
4788	1023	1024	1026	1028	1028	1024	1025	1022	1026	1024	117	117	121	119	119	120	122	121	121	120	G
4789	1026	1022	1025	1028	1026	1024	1023	1023	1024	1022	118	117	120	121	121	119	121	122	120	121	G
4790	1023	1026	1027	1022	1026	1023	1024	1023	1026	1024	117	117	119	121	120	121	120	122	120	119	G
4791	1024	1022	1025	1027	1026	1024	1024	1022	1026	1023	117	119	119	118	121	118	120	121	121	121	G
4792	1022	1023	1024	1022	1024	1023	1027	1022	1026	1022	119	117	119	121	120	120	121	122	119	120	G
4793	1023	1022	1024	1023	1027	1026	1026	1027	1027	1022	118	117	120	118	119	119	120	121	119	122	G
4794	1026	1027	1023	1026	1025	1023	1026	1028	1027	1025	117	119	119	120	121	119	120	121	119	121	G
4795	1023	1027	1023	1023	1026	1023	1025	1022	1025	1024	117	118	119	121	121	120	120	122	120	119	G
4796	1025	1028	1025	1024	1028	1028	1025	1024	1027	1020	117	119	121	120	120	122	121	122	120	120	G
4797	1026	1027	1025	1026	1027	1023	1026	1028	1026	1025	117	119	121	118	119	122	121	122	120	118	G
4798	1025	1026	1026	1026	1028	1026	1023	1027	1024	1025	118	117	121	119	121	119	121	121	120	120	G
4799	1024	1028	1024	1025	1024	1027	1026	1026	1026	1023	117	118	120	122	119	119	120	122	119	122	G
4800	1025	1028	1026	1024	1028	1025	1024	1023	1023	1025	119	117	119	119	119	120	120	121	119	119	G
4801	1025	1025	1025	1025	1027	1024	1027	1026	1027	1025	118	118	121	122	119	121	122	122	121	122	G
4802	1025	1026	1023	1023	1028	1024	1024	1023	1024	1026	117	117	120	119	121	121	121	122	121	122	G
4803	1022	1023	1025	1025	1028	1026	1023	1027	1026	1020	117	117	119	121	119	122	121	121	119	119	G
4804	1022	1025	1023	1026	1026	1027	1027	1027	1025	1025	119	119	119	119	119	121	121	122	119	121	G
4805	1022	1024	1026	1022	1027	1023	1027	1024	1026	1025	117	119	121	121	119	119	121	122	119	122	G
4806	1026	1024	1025	1025	1028	1026	1025	1022	1027	1024	118	119	120	122	120	119	122	121	121	121	G
4807	1022	1023	1026	1022	1025	1022	1023	1022	1023	1020	118	119	119	120	121	120	121	121	120	121	G
4808	1024	1026	1025	1027	1026	1026	1027	1026	1025	1021	118	117	119	119	120	118	121	122	119	119	G
4809	1024	1027	1026	1023	1028	1026	1027	1028	1024	1024	119	119	120	119	119	119	120	121	119	118	G
4810	1025	1025	1023	1027	1024	1022	1025	1025	1024	1025	118	118	120	121	121	119	120	122	120	119	G
4811	1026	1022	1027	1026	1025	1022	1026	1025	1025	1020	119	117	119	120	120	120	122	121	121	120	G
4812	1025	1028	1026	1026	1027	1023	1024	1025	1024	1020	118	118	120	121	120	121	120	122	120	119	G
4813	1022	1023	1025	1026	1025	1022	1027	1027	1025	1025	118	118	120	122	120	122	120	121	119	118	G
4814	1025	1022	1025	1024	1028	1024	1026	1022	1025	1020	117	117	121	118	120	119	122	122	120	122	G
4815	1023	1028	1023	1022	1024	1023	1024	1022	1025	1023	119	117	121	122	119	120	122	121	120	122	G
4816	1025	1024	1024	1023	1028	1024	1027	1023	1025	1023	117	119	121	122	120	121	122	122	119	118	G
4817	1024	1024	1024	1027	1026	1023	1027	1024	1025	1023	117	119	120	120	120	119	121	121	121	121	G
4818	1025	1027	1024	1022	1028	1027	1024	1023	1026	1026	117	119	121	118	120	121	120	121	119	119	G
4819	1024	1028	1023	1023	1027	1028	1025	1026	1025	1020	119	118	121	122	120	122	121	122	121	119	G
4820	1023	1027	1024	1028	1025	1023	1023	1026	1026	1022	117	117	120	120	120	121	121	121	120	122	G
4821	1024	1023	1025	1023	1024	1027	1023	1024	1023	1026	117	117	121	119	119	118	121	121	120	120	G
4822	1022	1026	1026	1024	1027	1027	1023	1028	1025	1025	119	119	121	119	121	121	120	122	121	118	G
4823	1022	1025	1026	1022	1025	1026	1027	1025	1027	1023	117	119	120	119	119	121	120	122	119	120	G
4824	1023	1028	1027	1027	1024	1024	1023	1023	1024	1021	118	119	121	118	121	120	121	122	120	118	G
4825	1025	1026	1027	1022	1027	1024	1024	1024	1023	1024	117	119	120	119	120	118	120	122	119	121	G
4826	1026	1028	1027	1025	1026	1022	1023	1026	1026	1022	119	119	119	121	120	121	122	121	120	121	G
4827	1024	1022	1026	1024	1026	1023	1024	1027	1025	1024	118	119	119	119	121	118	120	121	119	121	G
4828	1026	1027	1023	1028	1025	1022	1026	1025	1026	1025	119	118	119	120	120	122	121	122	120	119	G
4829	1023	1022	1023	1025	1025	1027	1023	1023	1026	1022	117	118	120	121	121	119	121	122	119	122	G
4830	1024	1024	1023	1022	1026	1026	1027	1022	1023	1025	117	117	121	120	121	121	121	122	120	120	G
4831	1023	1023	1027	1023	1028	1023	1023	1026	1023	1023	117	119	119	119	120	121	122	121	121	118	G
4832	1023	1022	1023	1024	1024	1025	1025	1024	1027	1022	119	118	119	121	121	118	120	122	119	119	G
4833	1022	1026	1025	1022	1026	1023	1027	1028	1026	1023	117	118	120	118	119	119	121	121	120	118	G
4834	1025	1022	1024	1024	1025	1023	1026	1028	1024	1021	118	119	120	120	120	122	121	121	119	122	G
4835	1025	1025	1024	1022	1024	1022	1023	1026	1026	1023	119	118	120	122	121	120	122	122	121	122	G
4836	1024	1024	1026	1027	1026	1026	1023	1027	1025	1021	117	119	120	120	119	118	120	122	119	121	G
4837	1023	1023	1023	1022	1027	1027	1023	1028	1025	1023	118	119	121	121	120	122	120	122	120	121	G
4838	1022	1022	1026	1025	1028	1027	1024	1024	1024	1024	117	119	121	118	119	122	120	121	119	121	G
4839	1026	1025	1025	1026	1026	1026	1024	1022	1025	1024	118	117	119	119	119	122	122	122	121	118	G
4840	1026	1028	1025	1022	1028	1024	1025	1027	1026	1022	117	117	121	121	119	122	120	122	121	119	G
4841	1023	1024	1025	1026	1028	1025	1027	1028	1027	1025	117	117	120	121	121	121	122	121	121	119	G
4842	1022	1023	1026	1023	1028	1024	1025	1028	1027	1024	118	118	121	121	119	119	122	122	121	119	G
4843	1022	1023	1027	1026	1027	1024	1025	1022	1024	1020	117	119	120	118	121	118	121	121	120	121	G
4844	1025	1027	1025	1026	1026	1023	1023	1028	1025	1022	118	117	119	120	119	118	121	121	121	122	G
4845	1026	1028	1024	1028	1027	1022	1027	1025	1026	1024	119	119	119	118	121	119	121	122	120	118	G
4846	1024	1024	1027	1023	1026	1024	1026	1025	1026	1026	118	117	119	122	121	121	122	121	120	118	G
4847	1025	1028	1025	1024	1026	1028	1025	1025	1027	1025	117	119	120	122	121	120	122	121	119	120	G
4848	1026	1022	1023	1023	1026	1026	1026	1028	1024	1022	119	119	120	122	119	119	121	122	119	121	G
4849	1024	1022	1025	1023	1028	1028	1023	1027	1027	1024	119	119	120	118	119	118	121	121	121	118	G
4850	1022	1024	1024	1025	1027	1025	1024	1028	1026	1023	118	118	119	119	120	120	121	122	120	121	G
4851	1024	1026	1024	1027	1027	1023	1024	1028	1023	1020	118	117	121	118	121	121	120	122	119	122	G
4852	1026	1023	1025	1028	1024	1025	1026	1023	1026	1023	118	117	119	118	120	119	120	122	120	118	G
4853	1023	1026	1026	1026	1025	1022	1025	1022	1027	1022	119	119	121	118	120	119	122	122	119	122	G
4854	1025	1027	1024	1025	1024	1024	1023	1027	1025	1026	119	119	119	122	120	121	120	121	121	120	G
4855	1026	1023	1026	1023	1027	1023	1026	1026	1023	1025	119	118	120	121	121	121	120	121	121	122	G
4856	1026	1023	1025	1028	1025	1027	1023	1028	1025	1025	117	119	121	120	121	118	120	121	121	122	G
4857	1022	1022	1023	1025	1026	1025	1025	1025	1025	1024	119	119	121	119	121	121	121	121	120	121	G
4858	1025	1025	1024	1022	1026	1023	1024	1026	1025	1026	119	118	120	122	119	118	122	121	120	122	G
4859	1026	1022	1027	1023	1027	1022	1027	1028	1027	1024	117	119	119	122	119	122	121	122	119	121	G
4860	1026	1028	1025	1027	1027	1023	1025	1028	1025	1022	117	118	120	122	120	121	120	122	120	119	G
4861	1026	1024	1025	1028	1026	1026	1026	1022	1024	1021	117	119	120	120	119	119	121	121	119	122	G
4862	1026	1028	1027	1026	1028	1027	1026	1025	1026	1020	117	118	121	120	120	118	121	122	120	119	G
4863	1026	1024	1024	1027	1027	1023	1024	1025	1023	1024	119	119	119	121	120	119	121	121	119	120	G
4864	1025	1023	1023	1025	1024	1027	1027	1023	1026	1025	118	118	121	122	119	121	122	122	121	120	G
4865	1026	1027	1023	1026	1024	1023	1025	1024	1025	1024	119	118	121	119	121	122	122	122	121	119	G
4866	1022	1022	1024	1022	1025	1025	1025	1026	1026	1024	119	117	119	121	121	121	120	122	121	122	G
4867	1022	1022	1027	1028	1028	1022	1024	1026	1026	1026	119	117	119	119	120	118	120	121	121	119	G
4868	1025	1025	1024	1025	1027	1024	1025	1022	1026	1022	117	119	120	122	120	122	121	121	119	121	G
4869	1022	1027	1023	1026	1026	1027	1027	1024	1026	1025	118	118	120	118	119	119	120	121	120	118	G
4870	1022	1028	1025	1027	1028	1027	1024	1026	1026	1020	117	118	121	120	121	118	120	122	121	118	G
4871	1026	1024	1026	1025	1026	1027	1024	1028	1027	1020	118	117	119	122	120	118	121	122	121	122	G
4872	1026	1022	1024	1027	1026	1028	1025	1026	1025	1022	118	119	120	119	121	122	120	121	121	119	G
4873	1022	1027	1027	1026	1024	1025	1027	1027	1024	1023	118	117	120	121	121	118	120	122	120	121	G
4874	1024	1023	1024	1022	1028	1027	1024	1025	1025	1020	119	117	120	120	119	122	121	122	119	121	G
4875	1024	1028	1026	1027	1025	1024	1026	1027	1025	1024	119	117	119	121	120	121	122	121	120	122	G
4876	1026	1023	1024	1023	1025	1028	1024	1022	1023	1026	119	119	120	121	119	121	122	122	119	119	G
4877	1024	1027	1027	1022	1028	1025	1025	1022	1027	1020	117	117	121	121	119	122	121	121	120	120	G
4878	1024	1026	1026	1026	1028	1028	1026	1027	1026	1025	118	118	119	121	119	118	121	122	120	119	G
4879	1026	1024	1023	1027	1028	1023	1026	1023	1027	1022	118	117	120	119	120	122	120	121	121	121	G
4880	1022	1024	1027	1024	1025	1027	1026	1026	1023	1023	118	119	121	118	121	118	122	121	119	120	G
4881	1022	1022	1026	1023	1025	1027	1027	1028	1023	1025	118	118	120	118	120	120	120	121	120	121	G
4882	1023	1025	1023	1027	1028	1022	1027	1023	1024	1021	117	119	120	122	119	118	121	121	121	118	G
4883	1023	1024	1027	1027	1026	1027	1023	1028	1026	1022	117	118	119	121	121	122	121	122	121	122	G
4884	1024	1028	1027	1025	1026	1026	1024	1022	1026	1025	118	117	121	118	121	121	120	122	120	122	G
4885	1023	1027	1027	1028	1024	1023	1025	1022	1025	1021	117	119	121	118	121	121	122	121	119	119	G
4886	1025	1022	1025	1024	1026	1023	1024	1023	1023	1025	118	119	121	118	119	120	120	122	120	118	G
4887	1023	1027	1025	1024	1024	1025	1023	1025	1023	1020	119	118	121	121	119	120	122	122	121	121	G
4888	1025	1028	1027	1026	1025	1025	1023	1022	1026	1021	119	117	120	119	119	119	120	122	121	118	G
4889	1022	1027	1023	1022	1028	1025	1026	1027	1024	1020	119	118	120	121	119	118	121	121	120	122	G
4890	1026	1024	1027	1026	1025	1028	1027	1025	1027	1025	117	119	121	122	119	121	122	122	120	120	G
4891	1022	1024	1024	1023	1024	1024	1025	1027	1024	1022	117	117	120	121	121	119	122	122	119	122	G
4892	1024	1027	1025	1024	1027	1025	1025	1028	1025	1025	118	117	120	118	121	120	122	122	121	122	G
4893	1024	1024	1024	1023	1027	1023	1025	1023	1027	1020	117	117	121	122	120	120	121	122	121	118	G
4894	1026	1024	1026	1025	1028	1026	1027	1023	1023	1022	119	118	120	122	120	118	120	121	120	121	G
4895	1023	1022	1027	1023	1026	1024	1024	1028	1025	1023	118	118	119	120	120	121	121	122	119	119	G
4896	1023	1026	1024	1028	1028	1026	1025	1022	1026	1022	119	118	120	122	121	121	122	122	121	121	G
